"Id","UserId","OrganizationId","JoinDate"
"1000","747136","510","03/08/2017"
"1001","952761","511","03/09/2017"
"1002","899205","512","03/09/2017"
"1003","946203","512","03/09/2017"
"1004","953282","512","03/09/2017"
"1005","953297","512","03/09/2017"
"1006","953316","512","03/09/2017"
"1007","953320","512","03/09/2017"
"1008","953314","512","03/09/2017"
"1009","953324","512","03/09/2017"
"1010","953325","512","03/09/2017"
"1011","953294","512","03/09/2017"
"1012","953367","512","03/09/2017"
"1013","953386","512","03/09/2017"
"1014","797864","513","03/09/2017"
"1015","954416","514","03/09/2017"
"1016","38447","483","03/09/2017"
"1017","797864","515","03/09/2017"
"1018","726995","516","03/09/2017"
"1019","955335","517","03/09/2017"
"1020","934107","518","03/10/2017"
"1021","948386","519","03/10/2017"
"1022","957158","520","03/10/2017"
"1023","797864","521","03/10/2017"
"1024","464514","426","03/10/2017"
"1025","797864","522","03/10/2017"
"1026","445198","523","03/10/2017"
"1027","959323","523","03/10/2017"
"1028","807734","195","03/11/2017"
"1029","944741","195","03/11/2017"
"1030","962097","524","03/12/2017"
"1031","962098","524","03/12/2017"
"1032","964516","458","03/13/2017"
"1033","424104","525","03/13/2017"
"1034","896796","432","03/13/2017"
"1035","507170","526","03/14/2017"
"1036","507170","527","03/14/2017"
"1037","884633","528","03/14/2017"
"1040","612875","528","03/14/2017"
"1041","884624","528","03/14/2017"
"1042","966019","528","03/14/2017"
"1045","907756","528","03/14/2017"
"1046","966043","528","03/14/2017"
"1047","966055","528","03/14/2017"
"1048","966035","528","03/14/2017"
"1049","126508","529","03/14/2017"
"1050","966036","528","03/14/2017"
"1051","966049","528","03/14/2017"
"1052","944128","530","03/14/2017"
"1053","140455","531","03/14/2017"
"1054","797864","532","03/14/2017"
"1055","883507","531","03/14/2017"
"1056","913683","531","03/14/2017"
"1057","888282","432","03/14/2017"
"1058","797864","533","03/14/2017"
"1059","359419","534","03/14/2017"
"1060","967399","535","03/14/2017"
"1061","960021","536","03/15/2017"
"1062","3441","535","03/15/2017"
"1063","797864","537","03/15/2017"
"1064","968743","535","03/15/2017"
"1065","968881","535","03/15/2017"
"1066","518391","538","03/15/2017"
"1067","904750","539","03/15/2017"
"1068","969398","535","03/15/2017"
"1069","480994","539","03/16/2017"
"1070","797864","540","03/16/2017"
"1072","693878","541","03/16/2017"
"1076","973373","543","03/17/2017"
"1077","871985","528","03/18/2017"
"1078","974502","544","03/18/2017"
"1079","974606","544","03/18/2017"
"1080","975446","545","03/19/2017"
"1082","239450","546","03/19/2017"
"1083","889924","546","03/19/2017"
"1084","918914","546","03/19/2017"
"1085","937846","546","03/20/2017"
"1086","838929","546","03/20/2017"
"1087","938189","546","03/20/2017"
"1088","977323","547","03/20/2017"
"1090","892692","547","03/20/2017"
"1091","950894","548","03/20/2017"
"1094","977654","549","03/20/2017"
"1095","977662","549","03/20/2017"
"1096","797864","550","03/20/2017"
"1097","974568","551","03/20/2017"
"1098","974460","551","03/20/2017"
"1099","978278","551","03/20/2017"
"1100","974597","551","03/20/2017"
"1101","964793","546","03/20/2017"
"1102","507594","552","03/21/2017"
"1103","964441","553","03/21/2017"
"1104","980121","554","03/21/2017"
"1105","980208","555","03/21/2017"
"1106","1","556","03/21/2017"
"1107","5193","557","03/22/2017"
"1108","474904","558","03/22/2017"
"1109","959630","559","03/22/2017"
"1110","966846","560","03/23/2017"
"1111","185328","561","03/23/2017"
"1112","829975","493","03/23/2017"
"1113","983817","493","03/23/2017"
"1114","124668","493","03/23/2017"
"1115","960293","562","03/23/2017"
"1116","891844","558","03/23/2017"
"1118","964441","563","03/24/2017"
"1119","418617","564","03/25/2017"
"1120","888353","565","03/26/2017"
"1121","861123","566","03/26/2017"
"1122","340422","567","03/26/2017"
"1124","983427","569","03/27/2017"
"1125","942473","570","03/27/2017"
"1126","101316","570","03/27/2017"
"1128","277431","571","03/27/2017"
"1129","564582","572","03/27/2017"
"1130","553328","572","03/27/2017"
"1131","236518","573","03/27/2017"
"1132","214990","573","03/27/2017"
"1133","929946","574","03/27/2017"
"1134","990817","559","03/27/2017"
"1135","982540","559","03/27/2017"
"1136","967437","575","03/27/2017"
"1138","875969","570","03/28/2017"
"1139","326199","576","03/28/2017"
"1140","867686","577","03/28/2017"
"1141","935153","458","03/28/2017"
"1142","994050","578","03/29/2017"
"1143","994047","578","03/29/2017"
"1144","514771","579","03/29/2017"
"1145","994143","579","03/29/2017"
"1146","461626","579","03/29/2017"
"1147","994570","579","03/29/2017"
"1148","231868","580","03/29/2017"
"1149","232089","580","03/29/2017"
"1150","995566","581","03/29/2017"
"1151","953150","582","03/30/2017"
"1152","960214","583","03/30/2017"
"1153","881594","584","03/30/2017"
"1154","423098","584","03/30/2017"
"1155","998750","562","03/31/2017"
"1156","964181","562","03/31/2017"
"1157","868985","585","03/31/2017"
"1158","49884","586","03/31/2017"
"1159","998918","586","03/31/2017"
"1160","767024","587","03/31/2017"
"1161","974346","588","04/02/2017"
"1163","645896","588","04/02/2017"
"1164","984039","588","04/02/2017"
"1165","1001521","588","04/02/2017"
"1166","1002984","589","04/03/2017"
"1168","220686","589","04/03/2017"
"1169","981652","590","04/03/2017"
"1170","456070","591","04/03/2017"
"1172","715181","593","04/03/2017"
"1173","498455","594","04/03/2017"
"1174","403329","594","04/03/2017"
"1175","234197","594","04/03/2017"
"1176","957018","595","04/03/2017"
"1177","985356","596","04/03/2017"
"1178","498455","592","04/03/2017"
"1179","593098","597","04/03/2017"
"1180","1","598","04/03/2017"
"1181","975438","599","04/03/2017"
"1182","628707","600","04/04/2017"
"1183","743045","601","04/04/2017"
"1184","613530","602","04/04/2017"
"1185","964263","603","04/04/2017"
"1189","975615","606","04/05/2017"
"1190","495305","607","04/05/2017"
"1191","1008699","608","04/06/2017"
"1192","981152","609","04/06/2017"
"1193","951706","609","04/06/2017"
"1194","415537","595","04/06/2017"
"1196","1008906","595","04/06/2017"
"1197","818652","610","04/06/2017"
"1198","1008727","610","04/06/2017"
"1199","1008699","610","04/06/2017"
"1200","981611","611","04/06/2017"
"1201","483727","612","04/06/2017"
"1202","181857","612","04/06/2017"
"1205","1009324","610","04/07/2017"
"1206","304806","613","04/07/2017"
"1207","991670","614","04/07/2017"
"1208","983169","614","04/07/2017"
"1209","1011272","614","04/07/2017"
"1210","1011487","614","04/07/2017"
"1211","661834","614","04/07/2017"
"1212","1013485","615","04/08/2017"
"1213","774197","616","04/09/2017"
"1214","756770","616","04/09/2017"
"1215","191478","617","04/10/2017"
"1216","971204","618","04/10/2017"
"1217","998230","619","04/10/2017"
"1218","42806","620","04/10/2017"
"1219","831537","620","04/10/2017"
"1220","1015334","620","04/10/2017"
"1221","621233","620","04/10/2017"
"1222","303394","620","04/10/2017"
"1224","668158","546","04/10/2017"
"1225","978227","546","04/10/2017"
"1226","936828","546","04/10/2017"
"1228","627861","621","04/10/2017"
"1229","1016473","622","04/10/2017"
"1230","747679","103","04/11/2017"
"1231","792716","103","04/11/2017"
"1232","792717","103","04/11/2017"
"1233","747681","103","04/11/2017"
"1234","747686","103","04/11/2017"
"1235","792699","103","04/11/2017"
"1236","792727","103","04/11/2017"
"1237","792721","103","04/11/2017"
"1238","1019445","623","04/12/2017"
"1239","967183","624","04/12/2017"
"1240","677832","625","04/12/2017"
"1241","102085","625","04/12/2017"
"1242","439719","626","04/12/2017"
"1243","651037","627","04/13/2017"
"1244","651038","627","04/13/2017"
"1245","1022934","628","04/14/2017"
"1246","822670","628","04/14/2017"
"1247","1007065","629","04/14/2017"
"1248","982450","630","04/14/2017"
"1249","832456","631","04/14/2017"
"1250","83969","630","04/14/2017"
"1251","736775","630","04/14/2017"
"1252","962033","632","04/15/2017"
"1253","1002714","633","04/15/2017"
"1254","599820","631","04/16/2017"
"1256","988504","635","04/17/2017"
"1257","1027231","636","04/17/2017"
"1258","996202","636","04/17/2017"
"1259","1005468","637","04/17/2017"
"1260","1028039","638","04/17/2017"
"1261","975910","638","04/17/2017"
"1262","1022820","638","04/17/2017"
"1263","637610","631","04/17/2017"
"1264","1028734","639","04/18/2017"
"1265","1019025","639","04/18/2017"
"1267","561986","639","04/18/2017"
"1268","1029265","640","04/18/2017"
"1269","1026137","641","04/18/2017"
"1270","1030127","630","04/18/2017"
"1271","501249","642","04/18/2017"
"1272","286455","642","04/18/2017"
"1273","107207","642","04/18/2017"
"1274","283587","642","04/18/2017"
"1275","184979","642","04/18/2017"
"1276","505169","642","04/18/2017"
"1277","207776","642","04/18/2017"
"1278","296134","642","04/18/2017"
"1279","10051","642","04/18/2017"
"1280","463751","642","04/18/2017"
"1281","412953","642","04/18/2017"
"1282","82989","642","04/18/2017"
"1283","588732","643","04/18/2017"
"1284","366730","642","04/18/2017"
"1286","299500","642","04/18/2017"
"1287","251891","642","04/18/2017"
"1288","230084","642","04/18/2017"
"1289","87838","642","04/18/2017"
"1290","19390","642","04/18/2017"
"1291","88428","642","04/18/2017"
"1292","96423","642","04/18/2017"
"1293","557879","642","04/18/2017"
"1294","430268","642","04/18/2017"
"1295","64274","642","04/18/2017"
"1296","494318","642","04/19/2017"
"1297","226693","642","04/19/2017"
"1298","365993","642","04/19/2017"
"1299","479430","642","04/19/2017"
"1300","249079","642","04/19/2017"
"1301","630326","642","04/19/2017"
"1302","149863","642","04/19/2017"
"1303","407384","642","04/19/2017"
"1304","175455","642","04/19/2017"
"1305","298048","642","04/19/2017"
"1306","372119","642","04/19/2017"
"1307","235355","642","04/19/2017"
"1308","1031314","639","04/19/2017"
"1309","349231","642","04/19/2017"
"1310","321670","642","04/19/2017"
"1311","847127","642","04/19/2017"
"1312","255988","642","04/19/2017"
"1313","340481","642","04/19/2017"
"1314","316057","642","04/19/2017"
"1315","369673","642","04/19/2017"
"1316","149229","642","04/19/2017"
"1317","178864","642","04/19/2017"
"1318","656195","642","04/19/2017"
"1319","358681","642","04/19/2017"
"1320","172966","642","04/19/2017"
"1321","356502","642","04/19/2017"
"1323","161293","642","04/19/2017"
"1324","532347","642","04/19/2017"
"1325","234212","642","04/19/2017"
"1326","397607","642","04/19/2017"
"1327","288796","642","04/19/2017"
"1328","62190","642","04/19/2017"
"1329","16082","642","04/19/2017"
"1330","449319","642","04/19/2017"
"1331","986648","644","04/19/2017"
"1332","1031705","644","04/19/2017"
"1333","1031752","645","04/19/2017"
"1334","365538","642","04/19/2017"
"1335","66524","642","04/19/2017"
"1336","1031876","645","04/19/2017"
"1337","478535","642","04/19/2017"
"1338","253532","642","04/19/2017"
"1339","505829","642","04/19/2017"
"1340","12433","642","04/19/2017"
"1341","1031161","634","04/19/2017"
"1342","588228","642","04/19/2017"
"1343","89255","642","04/20/2017"
"1344","234015","642","04/20/2017"
"1345","938495","646","04/21/2017"
"1346","69811","646","04/21/2017"
"1347","499551","642","04/21/2017"
"1348","780240","647","04/22/2017"
"1349","1037635","648","04/22/2017"
"1350","102322","648","04/22/2017"
"1351","1039542","649","04/24/2017"
"1352","44898","650","04/24/2017"
"1353","1042353","647","04/25/2017"
"1354","1001932","651","04/25/2017"
"1355","114794","652","04/26/2017"
"1356","1031115","645","04/26/2017"
"1357","1015834","595","04/26/2017"
"1358","1005642","653","04/26/2017"
"1359","1011262","654","04/26/2017"
"1360","456758","654","04/26/2017"
"1361","1044596","655","04/26/2017"
"1362","1044636","655","04/26/2017"
"1363","1024064","655","04/26/2017"
"1364","1044789","638","04/26/2017"
"1365","1041153","656","04/27/2017"
"1366","1030498","657","04/27/2017"
"1367","827739","657","04/27/2017"
"1368","1044235","658","04/28/2017"
"1369","1013761","659","04/28/2017"
"1370","987587","660","04/28/2017"
"1371","30618","661","04/28/2017"
"1372","219107","661","04/28/2017"
"1373","281494","661","04/28/2017"
"1375","1016704","663","04/29/2017"
"1376","394657","664","04/30/2017"
"1377","708204","664","04/30/2017"
"1378","455584","642","04/30/2017"
"1379","897241","665","04/30/2017"
"1380","1034407","666","04/30/2017"
"1381","1005455","666","04/30/2017"
"1384","495305","667","05/01/2017"
"1385","807527","668","05/01/2017"
"1387","500099","229","05/01/2017"
"1388","1014192","669","05/02/2017"
"1389","533281","670","05/02/2017"
"1390","803929","671","05/02/2017"
"1391","1022046","672","05/02/2017"
"1392","845549","671","05/03/2017"
"1393","266346","673","05/03/2017"
"1394","75348","674","05/03/2017"
"1397","218595","676","05/04/2017"
"1398","869356","676","05/04/2017"
"1399","960696","677","05/04/2017"
"1400","99878","677","05/04/2017"
"1401","628173","677","05/04/2017"
"1402","579041","678","05/04/2017"
"1403","938681","679","05/05/2017"
"1404","1059561","655","05/05/2017"
"1405","910541","680","05/05/2017"
"1406","750815","680","05/05/2017"
"1407","1059725","680","05/05/2017"
"1409","1","681","05/05/2017"
"1411","378345","682","05/06/2017"
"1412","591157","683","05/06/2017"
"1413","908838","684","05/06/2017"
"1414","1062474","685","05/07/2017"
"1415","1040013","686","05/08/2017"
"1416","996828","687","05/08/2017"
"1417","671324","363","05/08/2017"
"1418","1042693","688","05/08/2017"
"1419","1020506","688","05/08/2017"
"1420","1064111","689","05/08/2017"
"1421","1064341","685","05/08/2017"
"1424","168104","675","05/09/2017"
"1425","1010801","691","05/09/2017"
"1426","1065025","692","05/09/2017"
"1427","1052630","695","05/09/2017"
"1428","1065275","680","05/10/2017"
"1429","308772","680","05/10/2017"
"1430","938845","688","05/10/2017"
"1431","810087","680","05/10/2017"
"1433","1068605","697","05/11/2017"
"1435","504054","698","05/11/2017"
"1436","1066305","655","05/11/2017"
"1437","1066302","655","05/11/2017"
"1438","336991","655","05/11/2017"
"1439","1070100","699","05/11/2017"
"1440","1069383","700","05/12/2017"
"1441","63197","701","05/12/2017"
"1442","1056530","702","05/13/2017"
"1443","1056530","703","05/13/2017"
"1444","1056530","704","05/13/2017"
"1445","1056530","705","05/13/2017"
"1446","893254","706","05/15/2017"
"1447","909814","706","05/15/2017"
"1448","1054472","707","05/15/2017"
"1449","1057419","708","05/15/2017"
"1450","1075840","709","05/15/2017"
"1451","1075862","709","05/15/2017"
"1452","1047699","709","05/15/2017"
"1454","1055534","710","05/15/2017"
"1456","1050082","711","05/16/2017"
"1458","1076523","709","05/16/2017"
"1459","807000","709","05/16/2017"
"1460","719243","709","05/16/2017"
"1461","1077006","89","05/16/2017"
"1462","693631","709","05/16/2017"
"1463","514973","712","05/16/2017"
"1464","1040867","713","05/16/2017"
"1465","1039220","714","05/16/2017"
"1466","857188","715","05/17/2017"
"1468","1071723","717","05/18/2017"
"1469","1082590","718","05/19/2017"
"1470","429008","718","05/19/2017"
"1471","1083123","688","05/19/2017"
"1472","1083191","719","05/19/2017"
"1473","1006015","720","05/20/2017"
"1474","789965","721","05/20/2017"
"1475","121700","722","05/22/2017"
"1476","762454","722","05/22/2017"
"1478","1036277","724","05/22/2017"
"1480","1087945","726","05/23/2017"
"1481","1065892","727","05/23/2017"
"1482","1075264","728","05/23/2017"
"1483","1070530","729","05/23/2017"
"1484","1054931","730","05/24/2017"
"1485","1055157","730","05/24/2017"
"1486","376402","730","05/24/2017"
"1487","1073626","731","05/24/2017"
"1488","1073779","732","05/24/2017"
"1489","1086405","732","05/24/2017"
"1490","934125","733","05/24/2017"
"1491","1056599","734","05/24/2017"
"1493","995397","4","05/25/2017"
"1494","1093346","736","05/25/2017"
"1495","1070527","737","05/25/2017"
"1496","941700","737","05/26/2017"
"1497","157811","41","05/26/2017"
"1498","1094325","738","05/26/2017"
"1499","959915","739","05/26/2017"
"1500","155673","740","05/26/2017"
"1501","1056333","741","05/26/2017"
"1502","668819","742","05/27/2017"
"1503","904893","743","05/28/2017"
"1504","135451","744","05/28/2017"
"1505","1093971","737","05/29/2017"
"1506","1098094","737","05/29/2017"
"1507","156804","737","05/29/2017"
"1508","19605","745","05/29/2017"
"1509","144944","745","05/29/2017"
"1510","648668","745","05/29/2017"
"1511","22646","745","05/29/2017"
"1512","461543","745","05/29/2017"
"1513","18785","745","05/29/2017"
"1514","1091132","746","05/29/2017"
"1515","158501","747","05/30/2017"
"1516","598581","748","05/30/2017"
"1517","10779","749","05/31/2017"
"1518","1069805","750","05/31/2017"
"1519","111640","48","06/01/2017"
"1520","1066148","751","06/01/2017"
"1521","1086177","752","06/01/2017"
"1522","1072959","753","06/02/2017"
"1523","1056333","4","06/02/2017"
"1524","1095143","4","06/02/2017"
"1525","358276","642","06/02/2017"
"1527","1089182","755","06/03/2017"
"1528","1097467","756","06/04/2017"
"1529","617917","757","06/04/2017"
"1530","367652","757","06/04/2017"
"1531","691655","758","06/05/2017"
"1532","1065060","759","06/05/2017"
"1533","1065060","692","06/05/2017"
"1535","1104091","742","06/06/2017"
"1536","33917","761","06/07/2017"
"1538","716793","762","06/07/2017"
"1539","350033","57","06/07/2017"
"1540","1111455","763","06/07/2017"
"1541","515073","763","06/07/2017"
"1542","1114117","763","06/07/2017"
"1544","1112712","765","06/07/2017"
"1545","873370","765","06/07/2017"
"1546","366151","765","06/07/2017"
"1547","720059","765","06/07/2017"
"1548","1114843","766","06/08/2017"
"1549","32289","766","06/08/2017"
"1550","911631","766","06/08/2017"
"1551","1114873","766","06/08/2017"
"1552","1115893","764","06/08/2017"
"1553","589351","71","06/09/2017"
"1557","1","767","06/09/2017"
"1559","1","768","06/09/2017"
"1560","1117422","769","06/10/2017"
"1561","329268","770","06/10/2017"
"1562","5079","770","06/10/2017"
"1563","1119488","770","06/10/2017"
"1564","393909","770","06/10/2017"
"1565","597075","770","06/11/2017"
"1566","507019","771","06/11/2017"
"1567","691236","766","06/11/2017"
"1568","994235","772","06/12/2017"
"1569","989477","773","06/12/2017"
"1570","137003","774","06/12/2017"
"1571","1099989","775","06/12/2017"
"1572","114646","776","06/12/2017"
"1573","772800","777","06/12/2017"
"1574","70646","766","06/12/2017"
"1575","1122659","766","06/12/2017"
"1576","254602","778","06/13/2017"
"1578","422407","642","06/13/2017"
"1579","780001","780","06/13/2017"
"1580","579119","642","06/13/2017"
"1581","221772","642","06/13/2017"
"1582","329917","642","06/13/2017"
"1583","292794","642","06/13/2017"
"1584","459137","642","06/13/2017"
"1585","943052","642","06/13/2017"
"1586","408224","642","06/13/2017"
"1587","318757","642","06/13/2017"
"1588","567500","642","06/13/2017"
"1589","155232","642","06/13/2017"
"1590","488567","642","06/13/2017"
"1591","550864","642","06/13/2017"
"1592","57952","642","06/13/2017"
"1593","743064","642","06/13/2017"
"1594","92650","642","06/13/2017"
"1595","487417","781","06/13/2017"
"1596","494200","781","06/13/2017"
"1597","982332","782","06/13/2017"
"1599","530316","642","06/13/2017"
"1600","194753","642","06/13/2017"
"1601","972828","642","06/13/2017"
"1602","865821","642","06/14/2017"
"1603","744554","642","06/14/2017"
"1604","206604","642","06/14/2017"
"1605","246439","642","06/14/2017"
"1606","425159","642","06/14/2017"
"1607","520839","642","06/14/2017"
"1608","494940","642","06/14/2017"
"1609","394451","642","06/14/2017"
"1610","1066791","783","06/14/2017"
"1611","1124421","783","06/14/2017"
"1612","331836","642","06/14/2017"
"1613","500427","642","06/14/2017"
"1614","304662","642","06/14/2017"
"1617","1092339","784","06/14/2017"
"1618","644353","785","06/14/2017"
"1619","328419","485","06/14/2017"
"1620","351762","786","06/15/2017"
"1621","124566","787","06/15/2017"
"1623","869279","642","06/15/2017"
"1624","1128732","644","06/16/2017"
"1625","1128915","630","06/16/2017"
"1626","1128913","630","06/16/2017"
"1627","806369","630","06/16/2017"
"1628","1083313","431","06/16/2017"
"1629","339993","431","06/16/2017"
"1630","602600","788","06/16/2017"
"1631","920321","788","06/16/2017"
"1632","1118499","789","06/17/2017"
"1634","1113849","790","06/18/2017"
"1635","1126133","783","06/18/2017"
"1636","1131244","791","06/18/2017"
"1642","832790","792","06/20/2017"
"1643","1133396","792","06/20/2017"
"1644","706679","793","06/20/2017"
"1645","238821","794","06/20/2017"
"1646","92483","794","06/20/2017"
"1647","563787","794","06/20/2017"
"1648","827216","795","06/20/2017"
"1649","983729","796","06/20/2017"
"1650","495305","797","06/21/2017"
"1651","154573","798","06/21/2017"
"1652","727615","762","06/22/2017"
"1653","1075113","799","06/22/2017"
"1654","1127304","800","06/22/2017"
"1655","473325","800","06/22/2017"
"1656","484516","801","06/22/2017"
"1657","51457","802","06/23/2017"
"1658","1114316","803","06/23/2017"
"1659","107476","804","06/23/2017"
"1660","1036710","805","06/23/2017"
"1661","1132983","806","06/23/2017"
"1662","1137900","805","06/23/2017"
"1663","1132983","807","06/23/2017"
"1664","1139757","808","06/24/2017"
"1665","791832","809","06/24/2017"
"1666","1140869","810","06/25/2017"
"1667","1126402","789","06/25/2017"
"1668","822577","789","06/25/2017"
"1669","387038","811","06/26/2017"
"1670","1142504","812","06/26/2017"
"1671","905121","812","06/26/2017"
"1672","484516","813","06/26/2017"
"1673","1132983","814","06/26/2017"
"1675","484516","185","06/27/2017"
"1676","1132983","815","06/27/2017"
"1681","1132983","8","06/28/2017"
"1682","1146657","816","06/29/2017"
"1684","83934","817","06/29/2017"
"1685","32217","817","06/29/2017"
"1686","1132983","19","06/29/2017"
"1687","484516","150","06/29/2017"
"1689","1149255","818","06/30/2017"
"1690","1034450","818","06/30/2017"
"1691","425231","818","06/30/2017"
"1692","620042","819","07/01/2017"
"1693","409198","820","07/01/2017"
"1694","322081","820","07/01/2017"
"1695","409209","820","07/01/2017"
"1696","320407","820","07/01/2017"
"1697","270412","820","07/01/2017"
"1698","698859","821","07/02/2017"
"1699","394873","822","07/02/2017"
"1700","803688","823","07/03/2017"
"1701","1122355","824","07/03/2017"
"1702","1140902","825","07/03/2017"
"1703","1130195","826","07/03/2017"
"1704","1125827","827","07/03/2017"
"1705","1153034","828","07/04/2017"
"1707","945539","830","07/05/2017"
"1708","1155275","831","07/05/2017"
"1709","815311","832","07/05/2017"
"1710","693660","7","07/05/2017"
"1712","1","833","07/05/2017"
"1713","928223","789","07/06/2017"
"1714","1156473","834","07/06/2017"
"1715","385782","835","07/06/2017"
"1719","133618","789","07/06/2017"
"1720","689824","642","07/06/2017"
"1722","1156228","828","07/07/2017"
"1724","1158305","838","07/07/2017"
"1725","1158400","839","07/07/2017"
"1726","851552","839","07/07/2017"
"1730","1070866","840","07/08/2017"
"1731","989910","841","07/08/2017"
"1732","1160898","842","07/09/2017"
"1733","1156229","828","07/09/2017"
"1735","1137392","431","07/10/2017"
"1736","1148645","843","07/10/2017"
"1738","663904","845","07/10/2017"
"1740","1050961","846","07/10/2017"
"1741","1042889","847","07/11/2017"
"1742","484516","848","07/11/2017"
"1743","1164459","221","07/11/2017"
"1745","484516","850","07/11/2017"
"1746","1128963","851","07/12/2017"
"1747","532771","851","07/12/2017"
"1748","575791","851","07/12/2017"
"1749","1141363","851","07/12/2017"
"1751","1162990","466","07/12/2017"
"1753","198100","852","07/13/2017"
"1754","393454","853","07/13/2017"
"1755","438178","853","07/13/2017"
"1756","366532","854","07/13/2017"
"1757","3258","855","07/13/2017"
"1758","1162990","17","07/13/2017"
"1759","320371","856","07/14/2017"
"1760","695979","642","07/14/2017"
"1761","1169378","857","07/14/2017"
"1762","458563","857","07/14/2017"
"1763","767718","857","07/14/2017"
"1764","723814","857","07/14/2017"
"1765","913959","857","07/14/2017"
"1766","1020850","857","07/14/2017"
"1767","1154580","858","07/14/2017"
"1769","699284","860","07/15/2017"
"1770","12187","861","07/15/2017"
"1771","1118455","861","07/15/2017"
"1772","1155885","862","07/17/2017"
"1775","164412","642","07/17/2017"
"1776","664018","863","07/17/2017"
"1777","1132983","392","07/17/2017"
"1778","1132983","209","07/17/2017"
"1779","726953","864","07/18/2017"
"1781","1162990","455","07/18/2017"
"1782","484516","865","07/18/2017"
"1783","1097624","721","07/18/2017"
"1784","1175469","866","07/19/2017"
"1785","1176230","840","07/19/2017"
"1786","484516","170","07/19/2017"
"1787","484516","867","07/20/2017"
"1790","1111483","851","07/20/2017"
"1791","1130213","868","07/21/2017"
"1792","941482","868","07/21/2017"
"1793","1166050","869","07/22/2017"
"1794","1180108","870","07/24/2017"
"1795","1182485","870","07/24/2017"
"1796","1018556","870","07/24/2017"
"1797","1185232","871","07/25/2017"
"1798","868252","872","07/25/2017"
"1799","497984","872","07/25/2017"
"1800","1185452","872","07/25/2017"
"1801","1185822","872","07/25/2017"
"1803","53104","872","07/26/2017"
"1804","989959","873","07/26/2017"
"1805","1182773","873","07/26/2017"
"1807","484516","874","07/26/2017"
"1808","484516","875","07/26/2017"
"1810","484516","876","07/26/2017"
"1811","484516","877","07/27/2017"
"1812","1130980","878","07/27/2017"
"1813","1154749","879","07/27/2017"
"1814","1152799","879","07/27/2017"
"1815","560428","880","07/28/2017"
"1816","643657","880","07/28/2017"
"1817","1131278","881","07/28/2017"
"1818","1189057","882","07/29/2017"
"1819","887297","883","07/30/2017"
"1820","1192282","883","07/30/2017"
"1822","1192277","883","07/30/2017"
"1823","1192285","883","07/30/2017"
"1824","405821","883","07/30/2017"
"1825","1193896","884","07/31/2017"
"1829","203970","884","07/31/2017"
"1830","1194377","886","07/31/2017"
"1834","826840","82","08/01/2017"
"1835","1195152","82","08/01/2017"
"1836","176474","890","08/01/2017"
"1837","1165204","891","08/02/2017"
"1838","1167374","892","08/02/2017"
"1839","1197601","893","08/02/2017"
"1840","323750","894","08/02/2017"
"1841","304157","894","08/02/2017"
"1842","194065","894","08/02/2017"
"1843","1132983","895","08/02/2017"
"1844","1163019","494","08/02/2017"
"1845","1163019","466","08/02/2017"
"1846","1132983","223","08/02/2017"
"1847","1191116","896","08/03/2017"
"1848","1175181","487","08/03/2017"
"1849","938143","487","08/03/2017"
"1850","649673","897","08/03/2017"
"1851","1199438","487","08/03/2017"
"1852","1199471","487","08/03/2017"
"1853","1199481","487","08/03/2017"
"1855","1127771","487","08/03/2017"
"1856","1199655","487","08/03/2017"
"1857","1186901","899","08/04/2017"
"1858","1201093","899","08/04/2017"
"1859","1201003","899","08/04/2017"
"1860","1201014","899","08/04/2017"
"1861","1201089","899","08/04/2017"
"1862","1201110","899","08/04/2017"
"1863","1201144","900","08/04/2017"
"1865","1","901","08/04/2017"
"1866","492913","902","08/05/2017"
"1867","766629","903","08/06/2017"
"1868","987884","903","08/06/2017"
"1869","100156","903","08/06/2017"
"1870","1196401","904","08/07/2017"
"1871","942386","905","08/07/2017"
"1872","1202368","905","08/07/2017"
"1873","558594","905","08/07/2017"
"1874","311967","906","08/07/2017"
"1875","352252","907","08/07/2017"
"1877","772370","487","08/07/2017"
"1878","337895","908","08/07/2017"
"1879","495305","909","08/07/2017"
"1881","1205676","910","08/08/2017"
"1882","1205672","910","08/08/2017"
"1884","434405","820","08/09/2017"
"1885","847012","912","08/09/2017"
"1886","898115","912","08/09/2017"
"1887","1132983","424","08/09/2017"
"1888","1162990","21","08/09/2017"
"1889","1085226","913","08/09/2017"
"1890","1132983","374","08/10/2017"
"1891","998023","4","08/10/2017"
"1892","696813","912","08/10/2017"
"1893","358128","912","08/10/2017"
"1894","575415","914","08/10/2017"
"1895","1200142","914","08/10/2017"
"1896","1201724","914","08/10/2017"
"1897","1185498","915","08/10/2017"
"1898","1209453","915","08/10/2017"
"1899","1202287","915","08/10/2017"
"1900","1187202","916","08/10/2017"
"1901","1132983","917","08/10/2017"
"1903","1132983","919","08/10/2017"
"1904","1160140","920","08/11/2017"
"1905","942160","920","08/11/2017"
"1906","83799","920","08/11/2017"
"1907","1210336","921","08/11/2017"
"1908","263164","921","08/11/2017"
"1909","1210120","920","08/11/2017"
"1910","1196959","890","08/11/2017"
"1911","1210831","890","08/11/2017"
"1912","1187344","922","08/11/2017"
"1916","52192","926","08/14/2017"
"1917","166871","926","08/14/2017"
"1919","117044","927","08/14/2017"
"1920","390450","927","08/14/2017"
"1921","410733","927","08/14/2017"
"1922","484673","642","08/14/2017"
"1923","484516","928","08/14/2017"
"1924","1132983","227","08/14/2017"
